population_share,value_share
0.0,0.0
8.341675008341675e-05,1.6139356796352238e-05
0.0001668335001668335,3.245875003158513e-05
0.00025025025025025025,4.915854710690608e-05
0.000333667000333667,6.591271027240022e-05
0.0004170837504170838,8.269569158345288e-05
0.0005005005005005005,9.951409230741197e-05
0.0005839172505839173,0.00011656734871421901
0.000667334000667334,0.00013367335469722697
0.0007507507507507507,0.00015078844825846066
0.0008341675008341676,0.00016798989808327827
0.0009175842509175843,0.000185210784393641
0.001001001001001001,0.00020261186655552802
0.0010844177510844178,0.00022023089082106307
0.0011678345011678346,0.00023790386492295425
0.0012512512512512512,0.00025560560801926444
0.001334668001334668,0.0002733090535432541
0.0014180847514180849,0.00029105110282722353
0.0015015015015015015,0.0003088119274187496
0.0015849182515849183,0.0003266054156733342
0.0016683350016683351,0.0003444191120561832
0.0017517517517517517,0.0003622411856671217
0.0018351685018351686,0.0003800632592780603
0.0019185852519185854,0.00039788533288899887
0.002002002002002002,0.00041571041949007567
0.002085418752085419,0.0004335545016652246
0.0021688355021688356,0.0004514109781629692
0.0022522522522522522,0.000469283939668295
0.0023356690023356693,0.0004871793750870565
0.002419085752419086,0.0005051203462971754
0.0025025025025025025,0.0005230703560854343
0.0025859192525859195,0.0005410314253705564
0.002669336002669336,0.0005590066035351011
0.0027527527527527527,0.0005770029085495804
0.0028361695028361698,0.0005950050065714458
0.0029195862529195864,0.0006130104237725727
0.003003003003003003,0.0006310374818428233
0.00308641975308642,0.0006491207432952809
0.0031698365031698366,0.0006672040047477385
0.0032532532532532532,0.0006853671190249433
0.0033366700033366703,0.0007035324379110142
0.003420086753420087,0.0007216977567970851
0.0035035035035035035,0.0007399071662862098
0.0035869202535869205,0.0007581192212432684
0.003670337003670337,0.000776337203918803
0.0037537537537537537,0.0007945678013756396
0.0038371705038371708,0.0008128237999854914
0.003920587253920587,0.0008310908946757944
0.004004004004004004,0.0008494036107994443
0.004087420754087421,0.0008677249125071594
0.004170837504170838,0.0008860965998184499
0.004254254254254255,0.0009044682871297404
0.004337671004337671,0.0009228761042265294
0.004421087754421088,0.0009413413859475027
0.0045045045045045045,0.0009598104399662364
0.004587921254587921,0.0009782943499237176
0.0046713380046713385,0.0009968179414088162
0.004754754754754755,0.0010153562420622008
0.004838171504838172,0.0010339033731381355
0.004921588254921588,0.001052501024678581
0.005005005005005005,0.0010711359081343236
0.005088421755088422,0.0010897744903110324
0.005171838505171839,0.0011084407271931972
0.005255255255255256,0.001127145371764095
0.005338672005338672,0.001145854106940308
0.005422088755422089,0.0011645675819456922
0.0055055055055055055,0.001183289421986206
0.005588922255588923,0.00120201126202672
0.0056723390056723395,0.001220741797575426
0.005755755755755756,0.0012394723331241322
0.005839172505839173,0.0012582028686728382
0.005922589255922589,0.0012769459944968126
0.006006006006006006,0.0012956946806236143
0.006089422756089423,0.001314477267637627
0.00617283950617284,0.001333289248376363
0.006256256256256257,0.0013521110025170222
0.006339673006339673,0.001370971972778714
0.00642308975642309,0.0013898353925129033
0.0065065065065065065,0.0014087153586962026
0.006589923256589924,0.0014275953248795016
0.0066733400066733405,0.00144650064279034
0.006756756756756757,0.0014654098432671505
0.006840173506840174,0.0014843686699376158
0.00692359025692359,0.0015033435408734858
0.007007007007007007,0.0015223332311841164
0.007090423757090424,0.0015413239623762573
0.007173840507173841,0.0015603396169909572
0.007257257257257258,0.0015793799500523147
0.007340674007340674,0.0015984638226834338
0.007424090757424091,0.0016175501448110197
0.0075075075075075074,0.0016366408024969608
0.007590924257590925,0.001655735697792816
0.0076743410076743415,0.001674830593088671
0.007757757757757758,0.0016939254883845262
0.007841174507841175,0.0017130282709845956
0.007924591257924591,0.001732140912491935
0.008008008008008008,0.001751261343470892
0.008091424758091425,0.001770404003535204
0.008174841508174841,0.0017895488068104437
0.00825825825825826,0.0018087050613928262
0.008341675008341676,0.0018278722162277411
0.008425091758425093,0.0018470502098985252
0.00850850850850851,0.0018662282035693094
0.008591925258591926,0.0018854068953365164
0.008675342008675343,0.0019045927641736546
0.008758758758758759,0.0019237818662135035
0.008842175508842176,0.0019429709682533527
0.008925592258925592,0.0019621879942985526
0.009009009009009009,0.001981424322287259
0.009092425759092426,0.0020006649614362636
0.009175842509175842,0.0020199114180875833
0.00925925925925926,0.0020391587564967113
0.009342676009342677,0.0020584070868750882
0.009426092759426094,0.002077673273917799
0.00950950950950951,0.002096953717066752
0.009592926259592927,0.0021162341602157047
0.009676343009676344,0.0021355177634026436
0.00975975975975976,0.002154806436810787
0.009843176509843177,0.0021740966778793875
0.009926593259926593,0.0021933899806485502
0.01001001001001001,0.0022127112074463145
0.010093426760093427,0.0022320510504202527
0.010176843510176843,0.002251397261899716
0.010260260260260261,0.0022707518386179864
0.010343677010343678,0.002290117107012173
0.010427093760427095,0.0023094858047666036
0.010510510510510511,0.0023288754821543536
0.010593927260593928,0.0023482753372643704
0.010677344010677344,0.0023676874397551262
0.010760760760760761,0.002387101367005376
0.010844177510844178,0.0024065159190096923
0.010927594260927594,0.0024259802809756003
0.011011011011011011,0.002445451416021877
0.011094427761094428,0.002464959048140454
0.011177844511177846,0.0024844731344938944
0.011261261261261262,0.002503987220847335
0.011344678011344679,0.002523513689246793
0.011428094761428096,0.002543043427756971
0.011511511511511512,0.002562574268551936
0.011594928261594929,0.00258211624219369
0.011678345011678345,0.002601663065910215
0.011761761761761762,0.00262121001200886
0.011845178511845179,0.002640762775623047
0.011928595261928595,0.0026603155392372346
0.012012012012012012,0.0026798722344755325
0.012095428762095429,0.0026994402582907074
0.012178845512178847,0.0027190299477291777
0.012262262262262263,0.0027386293371418377
0.01234567901234568,0.0027582457870401825
0.012429095762429097,0.0027778804857919014
0.012512512512512513,0.002797515514942247
0.01259592926259593,0.002817177892753879
0.012679346012679346,0.002836859927483958
0.012762762762762763,0.0028565433095456808
0.01284617951284618,0.002876228393785004
0.012929596262929596,0.0028959134780243267
0.013013013013013013,0.00291559856226365
0.01309642976309643,0.002935290260315764
0.013179846513179848,0.002954995258859746
0.013263263263263264,0.0029747002574037284
0.013346680013346681,0.0029944062971006555
0.013430096763430098,0.003014113145120565
0.013513513513513514,0.0030338390501108057
0.013596930263596931,0.003053567135144619
0.013680347013680347,0.003073296873439848
0.013763763763763764,0.00309303108212525
0.01384718051384718,0.0031127799876616074
0.013930597263930597,0.0031325363517298883
0.014014014014014014,0.003152309004829459
0.014097430764097432,0.0031720848546134797
0.014180847514180849,0.0031918607043975003
0.014264264264264265,0.0032116387094858374
0.014347681014347682,0.003231424112099363
0.014431097764431099,0.0032512131153391403
0.014514514514514515,0.0032710119901040555
0.014597931264597932,0.00329081331438181
0.014681348014681348,0.00331062835569133
0.014764764764764765,0.003330469116594418
0.014848181514848182,0.0033503098774975057
0.014931598264931598,0.0033701540677993163
0.015015015015015015,0.0033899982581011272
0.015098431765098433,0.0034098461101780787
0.01518184851518185,0.0034296991185214358
0.015265265265265266,0.0034495619247490806
0.015348682015348683,0.0034694549696107097
0.0154320987654321,0.0034893745056681696
0.015515515515515516,0.0035092957685253566
