user_id,total_items,order_frequency,return_frequency,total_sales,total_margin,avg_item_price,avg_item_margin,customer_return_rate,avg_basket_size,purchase_recency_days,customer_tenure_days,avg_order_value,total_margin_reversal,total_process_cost,total_profit_erosion,erosion_percentile_rank,is_high_erosion_customer,profit_erosion_quartile
10009,5,4,1,1041.090000152588,520.7662809640209,208.21800003051757,104.15325619280418,0.2,1.25,142.0,983.0,260.272500038147,35.44199990853667,13.799999999999999,49.24199990853667,51.99783116449783,0,3
10013,2,2,1,56.94999980926514,28.25284991774112,28.47499990463257,14.12642495887056,0.5,1.0,259.0,885.0,28.47499990463257,3.964849915237725,12.0,15.964849915237725,1.1886886886886887,0,1
1002,1,1,1,78.0,36.269999988377094,78.0,36.269999988377094,1.0,1.0,105.0,1017.0,78.0,36.269999988377094,13.799999999999999,50.06999998837709,52.69019019019019,0,3
10020,3,3,1,171.48999977111816,79.75442974986804,57.16333325703939,26.584809916622678,0.3333333333333333,1.0,21.0,63.0,57.16333325703939,34.15999993681908,12.0,46.15999993681908,49.06573239906573,0,2
10038,3,2,2,54.079999923706055,23.880839858565334,18.02666664123535,7.960279952855111,0.6666666666666666,1.5,8.0,585.0,27.039999961853027,13.555839889112715,25.799999999999997,39.355839889112715,40.7323990657324,0,2
10047,1,1,1,20.0,9.44000005722046,20.0,9.44000005722046,1.0,1.0,531.0,2164.0,20.0,9.44000005722046,12.0,21.44000005722046,9.250917584250917,0,1
10051,4,3,2,171.0,94.01800006558187,42.75,23.50450001639547,0.5,1.3333333333333333,43.0,209.0,57.0,40.44900007545948,25.799999999999997,66.24900007545948,64.91491491491492,0,3
1007,3,2,2,108.93000221405762,57.71391123221294,36.310000738019205,19.23797041073765,0.6666666666666666,1.5,28.0,287.0,54.46500110702881,43.738571282564266,31.200000000000003,74.93857128256427,69.994994994995,0,3
10071,2,1,2,38.989999771118164,18.759989808314934,19.494999885559082,9.379994904157467,1.0,2.0,272.0,1841.0,38.989999771118164,18.759989808314934,27.599999999999998,46.359989808314936,49.26593259926593,0,2
10074,3,1,3,166.1099967956543,84.03630814781278,55.369998931884766,28.01210271593759,1.0,3.0,256.0,1245.0,166.1099967956543,84.03630814781278,45.0,129.03630814781278,87.77110443777111,1,4
10076,1,1,1,29.950000762939453,16.861850459882618,29.950000762939453,16.861850459882618,1.0,1.0,85.0,234.0,29.950000762939453,16.861850459882618,13.799999999999999,30.661850459882615,26.730897564230897,0,2
10082,8,4,1,435.8000030517578,216.10404116368204,54.47500038146973,27.013005145460255,0.125,2.0,370.0,1752.0,108.95000076293945,14.039999954402449,13.799999999999999,27.839999954402447,21.680013346680013,0,1
10114,2,2,1,248.9699935913086,117.05207682300924,124.4849967956543,58.52603841150462,0.5,1.0,81.0,400.0,124.4849967956543,64.65731792153449,13.799999999999999,78.45731792153448,71.74674674674675,0,3
1013,3,3,1,132.9300022140576,58.42737073253923,44.3100007380192,19.475790244179745,0.3333333333333333,1.0,431.0,910.0,44.3100007380192,24.415930552368927,13.799999999999999,38.215930552368924,38.9305972639306,0,2
10134,2,2,1,177.93000412140626,83.60922218320052,88.96500206070313,41.80461109160026,0.5,1.0,168.0,958.0,88.96500206070313,66.32416135432959,12.0,78.32416135432959,71.64664664664664,0,3
10136,5,4,1,205.47999954376954,103.50561020024115,41.09599990875391,20.70112204004823,0.2,1.25,701.0,2346.0,51.369999885942384,15.605999959999998,13.799999999999999,29.405999959999995,24.532866199532865,0,1
10137,3,2,2,369.98999977111816,216.49535066771134,123.32999992370605,72.16511688923711,0.6666666666666666,1.5,1263.0,2290.0,184.99499988555908,202.55000072274953,29.4,231.95000072274954,97.68101434768101,1,4
10141,1,1,1,179.0,92.72200019471347,179.0,92.72200019471347,1.0,1.0,277.0,1457.0,179.0,92.72200019471347,15.600000000000001,108.32200019471347,83.05805805805807,1,4
10144,2,1,2,265.3699951171875,140.05451721869179,132.68499755859375,70.02725860934589,1.0,2.0,388.0,649.0,265.3699951171875,140.05451721869179,31.200000000000003,171.25451721869177,94.0523857190524,1,4
1015,2,2,1,83.49000168,37.04286071921291,41.74500084,18.521430359606455,0.5,1.0,1185.0,2292.0,41.74500084,18.55536076782795,13.799999999999999,32.355360767827946,29.51284617951285,0,2
10155,3,1,3,121.9799976348877,51.43048904428374,40.659999211629234,17.14349634809458,1.0,3.0,200.0,2214.0,121.9799976348877,51.43048904428374,39.599999999999994,91.03048904428374,77.31064397731065,1,4
10161,4,4,1,642.74000168,316.5216007224527,160.68500042,79.13040018061318,0.25,1.0,273.0,956.0,160.68500042,22.02935092953207,15.600000000000001,37.62935092953207,37.91291291291291,0,2
10180,2,2,1,537.06000042,277.2017387340495,268.53000021,138.60086936702476,0.5,1.0,264.0,1565.0,268.53000021,5.776740204794152,15.600000000000001,21.376740204794153,9.134134134134134,0,1
10191,5,2,1,144.9500026733545,70.73649133131912,28.9900005346709,14.147298266263823,0.2,2.5,233.0,1870.0,72.47500133667725,8.645819868557453,12.0,20.645819868557453,7.640974307640974,0,1
102,1,1,1,12.0,5.1239999905228615,12.0,5.1239999905228615,1.0,1.0,1265.0,2098.0,12.0,5.1239999905228615,12.0,17.12399999052286,2.715215215215215,0,1
10201,1,1,1,169.97000122070312,91.44386044905276,169.97000122070312,91.44386044905276,1.0,1.0,133.0,1215.0,169.97000122070312,91.44386044905276,15.600000000000001,107.04386044905277,82.73273273273273,1,4
10207,2,1,2,76.93999671936035,43.597758197726456,38.469998359680176,21.798879098863228,1.0,2.0,,,76.93999671936035,43.597758197726456,29.4,72.99775819772645,68.9356022689356,0,3
10208,2,1,2,106.24999618530272,60.768797923505154,53.12499809265136,30.384398961752577,1.0,2.0,1151.0,1945.0,106.24999618530272,60.768797923505154,27.599999999999998,88.36879792350516,76.25125125125125,1,4
10231,3,2,3,248.99000549316406,140.68703322724372,82.99666849772136,46.89567774241457,1.0,1.5,1043.0,2399.0,124.49500274658203,140.68703322724372,41.4,182.0870332272437,95.0367033700367,1,4
10232,2,2,1,257.5,141.10400003462104,128.75,70.55200001731052,0.5,1.0,,,128.75,112.06799993,15.600000000000001,127.66799993000001,87.55005005005006,1,4
10237,1,1,1,11.949999809265137,4.469299904447794,11.949999809265137,4.469299904447794,1.0,1.0,170.0,992.0,11.949999809265137,4.469299904447794,12.0,16.469299904447794,1.7976309642976311,0,1
10242,4,2,1,136.43999958,70.22113972423699,34.109999895,17.555284931059248,0.25,2.0,305.0,577.0,68.21999979,30.464000006206337,13.799999999999999,44.26400000620634,47.15548882215549,0,2
10250,2,1,2,88.5,41.30949999531731,44.25,20.654749997658655,1.0,2.0,929.0,2286.0,88.5,41.30949999531731,27.6,68.90949999531732,66.68335001668335,0,3
10252,4,3,1,128.9600009933545,75.42565060359802,32.240000248338625,18.856412650899504,0.25,1.3333333333333333,96.0,337.0,42.98666699778483,36.35394094359474,15.600000000000001,51.953940943594745,54.11661661661662,0,3
10266,3,2,1,119.45000076293945,57.401100329687445,39.81666692097982,19.133700109895816,0.3333333333333333,1.5,7.0,25.0,59.72500038146973,12.96000000089407,12.0,24.96000000089407,16.316316316316314,0,1
10267,2,2,1,36.97999954223633,21.39722978830382,18.489999771118164,10.69861489415191,0.5,1.0,553.0,1382.0,18.489999771118164,6.093899873035401,13.799999999999999,19.8938998730354,6.531531531531531,0,1
10282,1,1,1,10.989999771118164,6.451129848369286,10.989999771118164,6.451129848369286,1.0,1.0,322.0,981.0,10.989999771118164,6.451129848369286,13.799999999999999,20.251129848369285,7.082082082082082,0,1
10283,2,1,2,287.0,131.97800038009885,143.5,65.98900019004942,1.0,2.0,564.0,1296.0,287.0,131.97800038009885,29.4,161.37800038009885,92.95962629295963,1,4
10290,2,1,2,96.75,53.448379901940825,48.375,26.724189950970413,1.0,2.0,290.0,407.0,96.75,53.448379901940825,29.4,82.84837990194083,73.5985985985986,0,3
10298,2,2,1,52.0,30.407999999821186,26.0,15.203999999910593,0.5,1.0,708.0,2303.0,26.0,8.447999954223633,13.799999999999999,22.24799995422363,10.773273273273274,0,1
10308,2,2,1,149.48999977111816,53.99256964096271,74.74499988555908,26.996284820481353,0.5,1.0,260.0,488.0,74.74499988555908,51.32999977096915,13.799999999999999,65.12999977096915,64.14748081414749,0,3
10343,7,4,2,408.37000465853026,205.0441529210221,58.33857209407575,29.292021845860297,0.2857142857142857,1.75,675.0,2564.0,102.09250116463257,15.620749818898737,25.799999999999997,41.42074981889874,43.61027694361027,0,2
10359,4,2,3,158.57999801635742,77.93556899342529,39.644999504089355,19.483892248356323,0.75,2.0,586.0,866.0,79.28999900817871,71.2925688459634,41.4,112.6925688459634,84.22589255922588,1,4
10362,4,4,1,443.48999786376953,229.63130851182956,110.87249946594238,57.40782712795739,0.25,1.0,5.0,260.0,110.87249946594238,105.75399981625378,15.600000000000001,121.35399981625378,86.19452786119453,1,4
10374,3,3,1,142.87999725341797,73.74954840829065,47.62666575113932,24.58318280276355,0.3333333333333333,1.0,164.0,1013.0,47.62666575113932,12.051199875398732,12.0,24.05119987539873,14.330997664330997,0,1
10383,6,4,2,409.9799976348877,212.2767285167896,68.32999960581462,35.37945475279827,0.3333333333333333,1.5,329.0,2381.0,102.49499940872192,32.2379998974502,25.799999999999997,58.0379998974502,58.95061728395061,0,3
10390,5,2,2,387.11999893341795,211.94695921132825,77.4239997866836,42.38939184226565,0.4,2.5,808.0,2365.0,193.55999946670897,63.608000129461274,29.4,93.00800012946128,78.11144477811145,1,4
104,1,1,1,26.989999771118164,12.982189906397313,26.989999771118164,12.982189906397313,1.0,1.0,1701.0,2447.0,26.989999771118164,12.982189906397313,12.0,24.982189906397313,16.358024691358025,0,1
1040,1,1,1,30.989999771118164,12.922829887008369,30.989999771118164,12.922829887008369,1.0,1.0,145.0,395.0,30.989999771118164,12.922829887008369,13.799999999999999,26.722829887008366,19.57374040707374,0,1
10411,4,2,2,123.94000053559083,61.057950229931365,30.985000133897707,15.264487557482841,0.5,2.0,381.0,658.0,61.97000026779541,37.72990031881319,29.4,67.1299003188132,65.5321988655322,0,3
10424,2,1,2,46.45000076293945,25.497650429249184,23.225000381469727,12.748825214624592,1.0,2.0,264.0,1520.0,46.45000076293945,25.497650429249184,25.799999999999997,51.29765042924918,53.70370370370371,0,3
10431,2,2,1,97.5,41.237999950535595,48.75,20.618999975267798,0.5,1.0,190.0,636.0,48.75,20.447999954223633,13.799999999999999,34.24799995422363,32.54504504504504,0,2
10437,3,3,1,153.9799976348877,66.57715883040257,51.3266658782959,22.192386276800857,0.3333333333333333,1.0,55.0,1129.0,51.3266658782959,25.481999903917313,13.799999999999999,39.28199990391731,40.6031031031031,0,2
10439,2,2,1,53.55999946594238,24.088159844638533,26.77999973297119,12.044079922319266,0.5,1.0,137.0,1409.0,26.77999973297119,12.349999998696148,15.600000000000001,27.94999999869615,21.851017684351017,0,1
10441,1,1,1,178.0,105.55400039255619,178.0,105.55400039255619,1.0,1.0,174.0,343.0,178.0,105.55400039255619,15.600000000000001,121.15400039255618,86.15699032365698,1,4
10442,5,2,4,222.29999923552734,126.22810921610248,44.459999847105465,25.245621843220498,0.8,2.5,482.0,1247.0,111.14999961776367,110.56702912958247,57.0,167.56702912958247,93.62696029362696,1,4
1045,2,2,1,107.13000106811523,63.51727055146128,53.56500053405762,31.75863527573064,0.5,1.0,2.0,1307.0,53.56500053405762,33.557999848388135,13.799999999999999,47.35799984838813,50.141808475141815,0,3
10463,5,4,1,121.67000126992005,62.09770089872318,24.33400025398401,12.419540179744637,0.2,1.25,1107.0,2227.0,30.417500317480012,14.755079848064184,15.600000000000001,30.355079848064186,26.213713713713716,0,2
10465,5,4,1,175.1400008201599,79.50391049053704,35.02800016403198,15.900782098107408,0.2,1.25,167.0,603.0,43.78500020503998,41.454000040888786,15.600000000000001,57.05400004088879,58.270770770770774,0,3
10466,2,2,1,167.98999786376953,80.6353390907895,83.99499893188477,40.31766954539475,0.5,1.0,73.0,350.0,83.99499893188477,24.720000028610233,15.600000000000001,40.32000002861024,42.01284617951285,0,2
