order_item_id,is_outlier,outlier_columns,outlier_values,has_price_inconsistency,has_status_inconsistency,has_temporal_inconsistency
110641,1,num_of_item,num_of_item=4,0,0,0
167396,1,num_of_item,num_of_item=4,0,0,0
62455,1,num_of_item,num_of_item=4,0,0,0
180451,1,num_of_item,num_of_item=4,0,0,0
11371,1,num_of_item,num_of_item=4,0,0,0
66556,1,num_of_item,num_of_item=4,0,0,0
20244,1,num_of_item,num_of_item=4,0,0,0
17647,1,num_of_item,num_of_item=4,0,0,0
156998,1,num_of_item,num_of_item=4,0,0,0
85809,1,num_of_item,num_of_item=4,0,0,0
112623,1,num_of_item,num_of_item=4,0,0,0
129028,1,num_of_item,num_of_item=4,0,0,0
165716,1,num_of_item,num_of_item=4,0,0,0
66407,1,num_of_item,num_of_item=4,0,0,0
101270,1,num_of_item,num_of_item=4,0,0,0
115631,1,num_of_item,num_of_item=4,0,0,0
9795,1,num_of_item,num_of_item=4,0,0,0
594,1,num_of_item,num_of_item=4,0,0,0
38222,1,num_of_item,num_of_item=4,0,0,0
118021,1,num_of_item,num_of_item=4,0,0,0
171699,1,num_of_item,num_of_item=4,0,0,0
81153,1,num_of_item,num_of_item=4,0,0,0
30341,1,num_of_item,num_of_item=4,0,0,0
86656,1,num_of_item,num_of_item=4,0,0,0
123467,1,num_of_item,num_of_item=4,0,0,0
160442,1,num_of_item,num_of_item=4,0,0,0
25933,1,num_of_item,num_of_item=4,0,0,0
104737,1,num_of_item,num_of_item=4,0,0,0
122507,1,num_of_item,num_of_item=4,0,0,0
44525,1,num_of_item,num_of_item=4,0,0,0
143745,1,num_of_item,num_of_item=4,0,0,0
153471,1,num_of_item,num_of_item=4,0,0,0
48403,1,num_of_item,num_of_item=4,0,0,0
41132,1,num_of_item,num_of_item=4,0,0,0
139631,1,num_of_item,num_of_item=4,0,0,0
98361,1,num_of_item,num_of_item=4,0,0,0
138326,1,num_of_item,num_of_item=4,0,0,0
3404,1,num_of_item,num_of_item=4,0,0,0
123177,1,num_of_item,num_of_item=4,0,0,0
178412,1,num_of_item,num_of_item=4,0,0,0
162469,1,num_of_item,num_of_item=4,0,0,0
130287,1,num_of_item,num_of_item=4,0,0,0
169150,1,num_of_item,num_of_item=4,0,0,0
91070,1,num_of_item,num_of_item=4,0,0,0
178604,1,num_of_item,num_of_item=4,0,0,0
62634,1,num_of_item,num_of_item=4,0,0,0
75482,1,num_of_item,num_of_item=4,0,0,0
70285,1,num_of_item,num_of_item=4,0,0,0
100355,1,num_of_item,num_of_item=4,0,0,0
33544,1,num_of_item,num_of_item=4,0,0,0
104831,1,num_of_item,num_of_item=4,0,0,0
113744,1,num_of_item,num_of_item=4,0,0,0
140622,1,num_of_item,num_of_item=4,0,0,0
94551,1,num_of_item,num_of_item=4,0,0,0
160012,1,num_of_item,num_of_item=4,0,0,0
7000,1,num_of_item,num_of_item=4,0,0,0
80734,1,num_of_item,num_of_item=4,0,0,0
93424,1,num_of_item,num_of_item=4,0,0,0
128827,1,num_of_item,num_of_item=4,0,0,0
47739,1,num_of_item,num_of_item=4,0,0,0
94429,1,num_of_item,num_of_item=4,0,0,0
67490,1,num_of_item,num_of_item=4,0,0,0
174218,1,num_of_item,num_of_item=4,0,0,0
116444,1,num_of_item,num_of_item=4,0,0,0
173453,1,num_of_item,num_of_item=4,0,0,0
6989,1,num_of_item,num_of_item=4,0,0,0
15845,1,num_of_item,num_of_item=4,0,0,0
59214,1,num_of_item,num_of_item=4,0,0,0
65113,1,num_of_item,num_of_item=4,0,0,0
128116,1,num_of_item,num_of_item=4,0,0,0
166224,1,num_of_item,num_of_item=4,0,0,0
74827,1,num_of_item,num_of_item=4,0,0,0
104575,1,num_of_item,num_of_item=4,0,0,0
96127,1,num_of_item,num_of_item=4,0,0,0
152404,1,num_of_item,num_of_item=4,0,0,0
47844,1,num_of_item,num_of_item=4,0,0,0
168528,1,num_of_item,num_of_item=4,0,0,0
79787,1,num_of_item,num_of_item=4,0,0,0
140393,1,num_of_item,num_of_item=4,0,0,0
113385,1,num_of_item,num_of_item=4,0,0,0
147757,1,num_of_item,num_of_item=4,0,0,0
179367,1,num_of_item,num_of_item=4,0,0,0
11471,1,num_of_item,num_of_item=4,0,0,0
166852,1,num_of_item,num_of_item=4,0,0,0
24198,1,num_of_item,num_of_item=4,0,0,0
1579,1,num_of_item,num_of_item=4,0,0,0
52400,1,num_of_item,num_of_item=4,0,0,0
59573,1,num_of_item,num_of_item=4,0,0,0
131508,1,num_of_item,num_of_item=4,0,0,0
143848,1,num_of_item,num_of_item=4,0,0,0
13578,1,num_of_item,num_of_item=4,0,0,0
72386,1,num_of_item,num_of_item=4,0,0,0
86326,1,num_of_item,num_of_item=4,0,0,0
40077,1,num_of_item,num_of_item=4,0,0,0
75295,1,num_of_item,num_of_item=4,0,0,0
118193,1,num_of_item,num_of_item=4,0,0,0
23282,1,num_of_item,num_of_item=4,0,0,0
49924,1,num_of_item,num_of_item=4,0,0,0
141205,1,num_of_item,num_of_item=4,0,0,0
60278,1,num_of_item,num_of_item=4,0,0,0
96495,1,num_of_item,num_of_item=4,0,0,0
102814,1,num_of_item,num_of_item=4,0,0,0
122867,1,num_of_item,num_of_item=4,0,0,0
12810,1,num_of_item,num_of_item=4,0,0,0
109418,1,num_of_item,num_of_item=4,0,0,0
155204,1,num_of_item,num_of_item=4,0,0,0
114447,1,num_of_item,num_of_item=4,0,0,0
115494,1,num_of_item,num_of_item=4,0,0,0
115870,1,num_of_item,num_of_item=4,0,0,0
60510,1,num_of_item,num_of_item=4,0,0,0
2889,1,num_of_item,num_of_item=4,0,0,0
66308,1,num_of_item,num_of_item=4,0,0,0
76036,1,num_of_item,num_of_item=4,0,0,0
49731,1,num_of_item,num_of_item=4,0,0,0
138004,1,num_of_item,num_of_item=4,0,0,0
170820,1,num_of_item,num_of_item=4,0,0,0
14549,1,num_of_item,num_of_item=4,0,0,0
67147,1,num_of_item,num_of_item=4,0,0,0
63862,1,num_of_item,num_of_item=4,0,0,0
23124,1,num_of_item,num_of_item=4,0,0,0
155202,1,num_of_item,num_of_item=4,0,0,0
138289,1,num_of_item,num_of_item=4,0,0,0
147837,1,num_of_item,num_of_item=4,0,0,0
63952,1,num_of_item,num_of_item=4,0,0,0
133059,1,num_of_item,num_of_item=4,0,0,0
89635,1,num_of_item,num_of_item=4,0,0,0
44935,1,num_of_item,num_of_item=4,0,0,0
126358,1,num_of_item,num_of_item=4,0,0,0
39651,1,num_of_item,num_of_item=4,0,0,0
113581,1,num_of_item,num_of_item=4,0,0,0
78075,1,num_of_item,num_of_item=4,0,0,0
127761,1,num_of_item,num_of_item=4,0,0,0
85960,1,num_of_item,num_of_item=4,0,0,0
93048,1,num_of_item,num_of_item=4,0,0,0
24375,1,num_of_item,num_of_item=4,0,0,0
130127,1,num_of_item,num_of_item=4,0,0,0
85717,1,num_of_item,num_of_item=4,0,0,0
165098,1,num_of_item,num_of_item=4,0,0,0
72246,1,num_of_item,num_of_item=4,0,0,0
68713,1,num_of_item,num_of_item=4,0,0,0
130220,1,num_of_item,num_of_item=4,0,0,0
17405,1,num_of_item,num_of_item=4,0,0,0
40122,1,num_of_item,num_of_item=4,0,0,0
104000,1,num_of_item,num_of_item=4,0,0,0
168042,1,num_of_item,num_of_item=4,0,0,0
12244,1,num_of_item,num_of_item=4,0,0,0
59567,1,num_of_item,num_of_item=4,0,0,0
131473,1,num_of_item,num_of_item=4,0,0,0
173863,1,num_of_item,num_of_item=4,0,0,0
1366,1,num_of_item,num_of_item=4,0,0,0
92531,1,num_of_item,num_of_item=4,0,0,0
107870,1,num_of_item,num_of_item=4,0,0,0
138921,1,num_of_item,num_of_item=4,0,0,0
166344,1,num_of_item,num_of_item=4,0,0,0
33502,1,num_of_item,num_of_item=4,0,0,0
48956,1,num_of_item,num_of_item=4,0,0,0
51153,1,num_of_item,num_of_item=4,0,0,0
97256,1,num_of_item,num_of_item=4,0,0,0
132947,1,num_of_item,num_of_item=4,0,0,0
158449,1,num_of_item,num_of_item=4,0,0,0
178396,1,num_of_item,num_of_item=4,0,0,0
179877,1,num_of_item,num_of_item=4,0,0,0
41375,1,num_of_item,num_of_item=4,0,0,0
47066,1,num_of_item,num_of_item=4,0,0,0
19409,1,num_of_item,num_of_item=4,0,0,0
23216,1,num_of_item,num_of_item=4,0,0,0
28298,1,num_of_item,num_of_item=4,0,0,0
95136,1,num_of_item,num_of_item=4,0,0,0
129830,1,num_of_item,num_of_item=4,0,0,0
142499,1,num_of_item,num_of_item=4,0,0,0
154966,1,num_of_item,num_of_item=4,0,0,0
168930,1,num_of_item,num_of_item=4,0,0,0
68731,1,num_of_item,num_of_item=4,0,0,0
108012,1,num_of_item,num_of_item=4,0,0,0
53811,1,num_of_item,num_of_item=4,0,0,0
70754,1,num_of_item,num_of_item=4,0,0,0
80904,1,num_of_item,num_of_item=4,0,0,0
101993,1,num_of_item,num_of_item=4,0,0,0
73317,1,num_of_item,num_of_item=4,0,0,0
144185,1,num_of_item,num_of_item=4,0,0,0
144510,1,num_of_item,num_of_item=4,0,0,0
151169,1,num_of_item,num_of_item=4,0,0,0
53285,1,num_of_item,num_of_item=4,0,0,0
75736,1,num_of_item,num_of_item=4,0,0,0
118375,1,num_of_item,num_of_item=4,0,0,0
58039,1,num_of_item,num_of_item=4,0,0,0
102241,1,num_of_item,num_of_item=4,0,0,0
143168,1,num_of_item,num_of_item=4,0,0,0
20158,1,num_of_item,num_of_item=4,0,0,0
16490,1,num_of_item,num_of_item=4,0,0,0
3463,1,num_of_item,num_of_item=4,0,0,0
10927,1,num_of_item,num_of_item=4,0,0,0
50431,1,num_of_item,num_of_item=4,0,0,0
59570,1,num_of_item,num_of_item=4,0,0,0
94549,1,num_of_item,num_of_item=4,0,0,0
11372,1,num_of_item,num_of_item=4,0,0,0
17307,1,num_of_item,num_of_item=4,0,0,0
58519,1,num_of_item,num_of_item=4,0,0,0
25083,1,num_of_item,num_of_item=4,0,0,0
29062,1,num_of_item,num_of_item=4,0,0,0
46139,1,num_of_item,num_of_item=4,0,0,0
86496,1,num_of_item,num_of_item=4,0,0,0
141267,1,num_of_item,num_of_item=4,0,0,0
179302,1,num_of_item,num_of_item=4,0,0,0
32548,1,num_of_item,num_of_item=4,0,0,0
99967,1,num_of_item,num_of_item=4,0,0,0
118246,1,num_of_item,num_of_item=4,0,0,0
54647,1,num_of_item,num_of_item=4,0,0,0
197,1,num_of_item,num_of_item=4,0,0,0
34276,1,num_of_item,num_of_item=4,0,0,0
102644,1,num_of_item,num_of_item=4,0,0,0
119156,1,num_of_item,num_of_item=4,0,0,0
147419,1,num_of_item,num_of_item=4,0,0,0
66408,1,num_of_item,num_of_item=4,0,0,0
49129,1,num_of_item,num_of_item=4,0,0,0
150384,1,num_of_item,num_of_item=4,0,0,0
150777,1,num_of_item,num_of_item=4,0,0,0
180777,1,num_of_item,num_of_item=4,0,0,0
694,1,num_of_item,num_of_item=4,0,0,0
33072,1,num_of_item,num_of_item=4,0,0,0
49808,1,num_of_item,num_of_item=4,0,0,0
92207,1,num_of_item,num_of_item=4,0,0,0
99502,1,num_of_item,num_of_item=4,0,0,0
175751,1,num_of_item,num_of_item=4,0,0,0
121627,1,num_of_item,num_of_item=4,0,0,0
178565,1,num_of_item,num_of_item=4,0,0,0
149777,1,num_of_item,num_of_item=4,0,0,0
102899,1,num_of_item,num_of_item=4,0,0,0
72055,1,num_of_item,num_of_item=4,0,0,0
97006,1,num_of_item,num_of_item=4,0,0,0
106881,1,num_of_item,num_of_item=4,0,0,0
109793,1,num_of_item,num_of_item=4,0,0,0
129913,1,num_of_item,num_of_item=4,0,0,0
100741,1,num_of_item,num_of_item=4,0,0,0
73221,1,num_of_item,num_of_item=4,0,0,0
1377,1,num_of_item,num_of_item=4,0,0,0
151011,1,num_of_item,num_of_item=4,0,0,0
42902,1,num_of_item,num_of_item=4,0,0,0
101861,1,num_of_item,num_of_item=4,0,0,0
55365,1,num_of_item,num_of_item=4,0,0,0
107160,1,num_of_item,num_of_item=4,0,0,0
141339,1,num_of_item,num_of_item=4,0,0,0
58606,1,num_of_item,num_of_item=4,0,0,0
100343,1,num_of_item,num_of_item=4,0,0,0
83982,1,num_of_item,num_of_item=4,0,0,0
62369,1,num_of_item,num_of_item=4,0,0,0
107034,1,num_of_item,num_of_item=4,0,0,0
104079,1,num_of_item,num_of_item=4,0,0,0
21655,1,num_of_item,num_of_item=4,0,0,0
31622,1,num_of_item,num_of_item=4,0,0,0
52895,1,num_of_item,num_of_item=4,0,0,0
80309,1,num_of_item,num_of_item=4,0,0,0
5749,1,num_of_item,num_of_item=4,0,0,0
37505,1,num_of_item,num_of_item=4,0,0,0
162347,1,num_of_item,num_of_item=4,0,0,0
118920,1,num_of_item,num_of_item=4,0,0,0
82077,1,num_of_item,num_of_item=4,0,0,0
137260,1,num_of_item,num_of_item=4,0,0,0
76086,1,num_of_item,num_of_item=4,0,0,0
13965,1,num_of_item,num_of_item=4,0,0,0
110785,1,num_of_item,num_of_item=4,0,0,0
114582,1,num_of_item,num_of_item=4,0,0,0
84922,1,num_of_item,num_of_item=4,0,0,0
123466,1,num_of_item,num_of_item=4,0,0,0
143935,1,num_of_item,num_of_item=4,0,0,0
177547,1,num_of_item,num_of_item=4,0,0,0
9592,1,num_of_item,num_of_item=4,0,0,0
31380,1,num_of_item,num_of_item=4,0,0,0
33567,1,num_of_item,num_of_item=4,0,0,0
46863,1,num_of_item,num_of_item=4,0,0,0
64691,1,num_of_item,num_of_item=4,0,0,0
95690,1,num_of_item,num_of_item=4,0,0,0
109224,1,num_of_item,num_of_item=4,0,0,0
110779,1,num_of_item,num_of_item=4,0,0,0
113992,1,num_of_item,num_of_item=4,0,0,0
124687,1,num_of_item,num_of_item=4,0,0,0
128448,1,num_of_item,num_of_item=4,0,0,0
139971,1,num_of_item,num_of_item=4,0,0,0
150984,1,num_of_item,num_of_item=4,0,0,0
158312,1,num_of_item,num_of_item=4,0,0,0
171312,1,num_of_item,num_of_item=4,0,0,0
3233,1,num_of_item,num_of_item=4,0,0,0
51492,1,num_of_item,num_of_item=4,0,0,0
52461,1,num_of_item,num_of_item=4,0,0,0
55386,1,num_of_item,num_of_item=4,0,0,0
64722,1,num_of_item,num_of_item=4,0,0,0
82076,1,num_of_item,num_of_item=4,0,0,0
98121,1,num_of_item,num_of_item=4,0,0,0
99423,1,num_of_item,num_of_item=4,0,0,0
144188,1,num_of_item,num_of_item=4,0,0,0
174088,1,num_of_item,num_of_item=4,0,0,0
178043,1,num_of_item,num_of_item=4,0,0,0
3614,1,num_of_item,num_of_item=4,0,0,0
21771,1,num_of_item,num_of_item=4,0,0,0
130509,1,num_of_item,num_of_item=4,0,0,0
135670,1,num_of_item,num_of_item=4,0,0,0
147983,1,num_of_item,num_of_item=4,0,0,0
2245,1,num_of_item,num_of_item=4,0,0,0
2888,1,num_of_item,num_of_item=4,0,0,0
14030,1,num_of_item,num_of_item=4,0,0,0
46227,1,num_of_item,num_of_item=4,0,0,0
60141,1,num_of_item,num_of_item=4,0,0,0
65157,1,num_of_item,num_of_item=4,0,0,0
70582,1,num_of_item,num_of_item=4,0,0,0
111689,1,num_of_item,num_of_item=4,0,0,0
112064,1,num_of_item,num_of_item=4,0,0,0
112426,1,num_of_item,num_of_item=4,0,0,0
119754,1,num_of_item,num_of_item=4,0,0,0
152375,1,num_of_item,num_of_item=4,0,0,0
171815,1,num_of_item,num_of_item=4,0,0,0
138864,1,num_of_item,num_of_item=4,0,0,0
171042,1,num_of_item,num_of_item=4,0,0,0
34459,1,num_of_item,num_of_item=4,0,0,0
35645,1,num_of_item,num_of_item=4,0,0,0
67363,1,num_of_item,num_of_item=4,0,0,0
111945,1,num_of_item,num_of_item=4,0,0,0
147286,1,num_of_item,num_of_item=4,0,0,0
35802,1,num_of_item,num_of_item=4,0,0,0
60203,1,num_of_item,num_of_item=4,0,0,0
140947,1,num_of_item,num_of_item=4,0,0,0
84987,1,num_of_item,num_of_item=4,0,0,0
6010,1,num_of_item,num_of_item=4,0,0,0
22072,1,num_of_item,num_of_item=4,0,0,0
22607,1,num_of_item,num_of_item=4,0,0,0
91854,1,num_of_item,num_of_item=4,0,0,0
93891,1,num_of_item,num_of_item=4,0,0,0
174168,1,num_of_item,num_of_item=4,0,0,0
73679,1,num_of_item,num_of_item=4,0,0,0
133646,1,num_of_item,num_of_item=4,0,0,0
119440,1,num_of_item,num_of_item=4,0,0,0
134506,1,num_of_item,num_of_item=4,0,0,0
94338,1,num_of_item,num_of_item=4,0,0,0
138172,1,num_of_item,num_of_item=4,0,0,0
157657,1,num_of_item,num_of_item=4,0,0,0
141717,1,num_of_item,num_of_item=4,0,0,0
26895,1,num_of_item,num_of_item=4,0,0,0
118922,1,num_of_item,num_of_item=4,0,0,0
48303,1,num_of_item,num_of_item=4,0,0,0
95952,1,num_of_item,num_of_item=4,0,0,0
31625,1,num_of_item,num_of_item=4,0,0,0
16092,1,num_of_item,num_of_item=4,0,0,0
93828,1,num_of_item,num_of_item=4,0,0,0
94275,1,num_of_item,num_of_item=4,0,0,0
60824,1,num_of_item,num_of_item=4,0,0,0
92898,1,num_of_item,num_of_item=4,0,0,0
85668,1,num_of_item,num_of_item=4,0,0,0
82312,1,num_of_item,num_of_item=4,0,0,0
9699,1,num_of_item,num_of_item=4,0,0,0
22732,1,num_of_item,num_of_item=4,0,0,0
84627,1,num_of_item,num_of_item=4,0,0,0
23988,1,num_of_item,num_of_item=4,0,0,0
111856,1,num_of_item,num_of_item=4,0,0,0
92533,1,num_of_item,num_of_item=4,0,0,0
94426,1,num_of_item,num_of_item=4,0,0,0
57221,1,num_of_item,num_of_item=4,0,0,0
25236,1,num_of_item,num_of_item=4,0,0,0
145093,1,num_of_item,num_of_item=4,0,0,0
62644,1,num_of_item,num_of_item=4,0,0,0
154095,1,num_of_item,num_of_item=4,0,0,0
177610,1,num_of_item,num_of_item=4,0,0,0
3612,1,num_of_item,num_of_item=4,0,0,0
138365,1,num_of_item,num_of_item=4,0,0,0
70288,1,num_of_item,num_of_item=4,0,0,0
32694,1,num_of_item,num_of_item=4,0,0,0
25539,1,num_of_item,num_of_item=4,0,0,0
176903,1,num_of_item,num_of_item=4,0,0,0
140400,1,num_of_item,num_of_item=4,0,0,0
1848,1,num_of_item,num_of_item=4,0,0,0
168170,1,num_of_item,num_of_item=4,0,0,0
147198,1,num_of_item,num_of_item=4,0,0,0
10558,1,num_of_item,num_of_item=4,0,0,0
156383,1,num_of_item,num_of_item=4,0,0,0
115555,1,num_of_item,num_of_item=4,0,0,0
93171,1,num_of_item,num_of_item=4,0,0,0
1593,1,num_of_item,num_of_item=4,0,0,0
52381,1,num_of_item,num_of_item=4,0,0,0
48716,1,num_of_item,num_of_item=4,0,0,0
111135,1,num_of_item,num_of_item=4,0,0,0
147044,1,num_of_item,num_of_item=4,0,0,0
77762,1,num_of_item,num_of_item=4,0,0,0
168991,1,num_of_item,num_of_item=4,0,0,0
115491,1,num_of_item,num_of_item=4,0,0,0
88923,1,num_of_item,num_of_item=4,0,0,0
21277,1,num_of_item,num_of_item=4,0,0,0
71183,1,num_of_item,num_of_item=4,0,0,0
93028,1,num_of_item,num_of_item=4,0,0,0
168529,1,num_of_item,num_of_item=4,0,0,0
107521,1,num_of_item,num_of_item=4,0,0,0
135714,1,num_of_item,num_of_item=4,0,0,0
149606,1,num_of_item,num_of_item=4,0,0,0
154346,1,num_of_item,num_of_item=4,0,0,0
3457,1,num_of_item,num_of_item=4,0,0,0
32999,1,num_of_item,num_of_item=4,0,0,0
35803,1,num_of_item,num_of_item=4,0,0,0
66345,1,num_of_item,num_of_item=4,0,0,0
144186,1,num_of_item,num_of_item=4,0,0,0
172606,1,num_of_item,num_of_item=4,0,0,0
77890,1,num_of_item,num_of_item=4,0,0,0
177352,1,num_of_item,num_of_item=4,0,0,0
44908,1,num_of_item,num_of_item=4,0,0,0
74661,1,num_of_item,num_of_item=4,0,0,0
88342,1,num_of_item,num_of_item=4,0,0,0
112851,1,num_of_item,num_of_item=4,0,0,0
117461,1,num_of_item,num_of_item=4,0,0,0
130429,1,num_of_item,num_of_item=4,0,0,0
169395,1,num_of_item,num_of_item=4,0,0,0
179311,1,num_of_item,num_of_item=4,0,0,0
114109,1,num_of_item,num_of_item=4,0,0,0
127306,1,num_of_item,num_of_item=4,0,0,0
105404,1,num_of_item,num_of_item=4,0,0,0
153003,1,num_of_item,num_of_item=4,0,0,0
153050,1,num_of_item,num_of_item=4,0,0,0
6306,1,num_of_item,num_of_item=4,0,0,0
43482,1,num_of_item,num_of_item=4,0,0,0
116494,1,num_of_item,num_of_item=4,0,0,0
58877,1,num_of_item,num_of_item=4,0,0,0
118734,1,num_of_item,num_of_item=4,0,0,0
80882,1,num_of_item,num_of_item=4,0,0,0
86919,1,num_of_item,num_of_item=4,0,0,0
132096,1,num_of_item,num_of_item=4,0,0,0
46688,1,num_of_item,num_of_item=4,0,0,0
61084,1,num_of_item,num_of_item=4,0,0,0
115316,1,num_of_item,num_of_item=4,0,0,0
128000,1,num_of_item,num_of_item=4,0,0,0
146741,1,num_of_item,num_of_item=4,0,0,0
154131,1,num_of_item,num_of_item=4,0,0,0
163101,1,num_of_item,num_of_item=4,0,0,0
5504,1,num_of_item,num_of_item=4,0,0,0
10464,1,num_of_item,num_of_item=4,0,0,0
12697,1,num_of_item,num_of_item=4,0,0,0
29507,1,num_of_item,num_of_item=4,0,0,0
48505,1,num_of_item,num_of_item=4,0,0,0
50965,1,num_of_item,num_of_item=4,0,0,0
55013,1,num_of_item,num_of_item=4,0,0,0
58677,1,num_of_item,num_of_item=4,0,0,0
104605,1,num_of_item,num_of_item=4,0,0,0
120507,1,num_of_item,num_of_item=4,0,0,0
140037,1,num_of_item,num_of_item=4,0,0,0
140573,1,num_of_item,num_of_item=4,0,0,0
156507,1,num_of_item,num_of_item=4,0,0,0
161676,1,num_of_item,num_of_item=4,0,0,0
168730,1,num_of_item,num_of_item=4,0,0,0
177269,1,num_of_item,num_of_item=4,0,0,0
16813,1,num_of_item,num_of_item=4,0,0,0
44346,1,num_of_item,num_of_item=4,0,0,0
95316,1,num_of_item,num_of_item=4,0,0,0
96496,1,num_of_item,num_of_item=4,0,0,0
113135,1,num_of_item,num_of_item=4,0,0,0
157469,1,num_of_item,num_of_item=4,0,0,0
162130,1,num_of_item,num_of_item=4,0,0,0
173756,1,num_of_item,num_of_item=4,0,0,0
174521,1,num_of_item,num_of_item=4,0,0,0
93217,1,num_of_item,num_of_item=4,0,0,0
115452,1,num_of_item,num_of_item=4,0,0,0
