feature,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
const,71.14507198765975,1.0344043196975925,68.7787846907474,0.0,69.1176767755998,73.17246719971969
avg_order_value,39.284014352052374,0.8751065611524348,44.89054944385166,0.0,37.568837009558905,40.99919169454584
return_frequency,39.16461667915276,0.6781551192657124,57.75170837250204,0.0,37.835457069460496,40.49377628884502
avg_basket_size,-20.52334018706955,0.730656932875488,-28.0888872241317,1.3391023555498483e-173,-21.955401460560008,-19.091278913579092
dominant_return_category_Outerwear & Coats,20.257134781178163,2.095494821045204,9.666993484180592,4.164320934331855e-22,16.150040402139357,24.36422916021697
dominant_return_category_Suits & Sport Coats,19.578111154972238,2.481839502296888,7.8885484483799715,3.0572154052447173e-15,14.713795115061524,24.442427194882953
dominant_return_category_Socks,-16.168075676277642,1.6095181198839825,-10.045289628328677,9.636417940832324e-24,-19.32267322371487,-13.013478128840415
dominant_return_category_Leggings,-15.561734589400023,1.7176993434201775,-9.059638200952241,1.3088395940304306e-19,-18.92836343877167,-12.195105740028378
dominant_return_category_Blazers & Jackets,12.691023594016228,2.336526283582904,5.431577501689991,5.5858046659436436e-08,8.111516229262515,17.27053095876994
dominant_return_category_Intimates,-12.562145040545127,1.2542766064160162,-10.01545032115391,1.3036684244721767e-23,-15.02048201577164,-10.103808065318615
dominant_return_category_Tops & Tees,-11.018630333835578,1.3299008944911077,-8.285301844279084,1.1780990864460905e-16,-13.625188190045751,-8.412072477625404
dominant_return_category_Jumpsuits & Rompers,-10.676300252227241,3.732438171286642,-2.860409138015786,0.004230947746895327,-17.991744642471602,-3.3608558619828814
dominant_return_category_Underwear,-10.528543775943628,1.4652247121197208,-7.185617119924306,6.690429389833855e-13,-13.40033144095635,-7.656756110930907
dominant_return_category_Socks & Hosiery,-10.23926084381498,1.7129959363704121,-5.977399377555137,2.2672788169481128e-09,-13.596671184764453,-6.881850502865507
dominant_return_category_Plus,-9.744966265166745,1.550362506977771,-6.285604960973472,3.2657942616493593e-10,-12.783620941824404,-6.706311588509086
dominant_return_category_Clothing Sets,-8.331174961101732,4.144079280688502,-2.010380206750673,0.04439096373688368,-16.453421100329848,-0.20892882187361472
dominant_return_category_Pants & Capris,-6.7196664312242484,1.483979019495739,-4.528141127970673,5.950483592656152e-06,-9.62821186324896,-3.811120999199537
dominant_return_category_Swim,-4.880249784584713,1.3085782483120074,-3.729429089074315,0.000191914103750327,-7.445016022228759,-2.3154835469406665
dominant_return_category_Shorts,-4.78809035647671,1.2777129500576088,-3.747391271459546,0.00017868324896959986,-7.292361721170048,-2.283818991783372
dominant_return_category_Fashion Hoodies & Sweatshirts,-4.564947884929132,1.1984264218823217,-3.8091181916359504,0.00013946328450416604,-6.913820509939686,-2.216075259918577
dominant_return_category_Dresses,3.674978435983192,1.7464447891869317,2.104262590341663,0.035355547406485985,0.25200954818915866,7.097947323777225
dominant_return_category_Sleep & Lounge,-3.6184585985889592,1.3718188564036806,-2.637708748278182,0.008346823550369387,-6.307174150453097,-0.9297430467248211
dominant_return_category_Skirts,3.0879894011422437,3.5220034381139387,0.8767706946918504,0.3806111995060353,-3.8150104909873215,9.99098929327181
dominant_return_category_Suits,-2.776841391076745,2.780699062075057,-0.9986126974145008,0.31798234678515014,-8.226911404588165,2.673228622434675
dominant_return_category_Active,-1.8254574211724306,1.4199622875635265,-1.2855675373637436,0.19859403220650973,-4.60853236420205,0.9576175218571887
user_gender_M,-1.7671141559123758,0.6188301850112161,-2.8555720110523493,0.004295937966723101,-2.9799990310806175,-0.5542292807441338
dominant_return_category_Jeans,1.712202555952253,1.3964750974097673,1.2260888569571404,0.2201652386678149,-1.0248383402779548,4.44924345218246
dominant_return_category_Maternity,-1.7092149090651623,1.4811707387230604,-1.153962108742914,0.2485157038857123,-4.612256211916947,1.1938263937866223
dominant_return_category_Sweaters,1.4952035843566296,1.3848087890875855,1.0797184392090553,0.2802675802315241,-1.2189717677295617,4.209378936442821
dominant_return_category_Pants,-0.2541281785862886,1.464397851684554,-0.17353766143125315,0.8622288273948997,-3.124295226925842,2.616038869753265
customer_tenure_days,0.18924676699539567,0.30681586864065885,0.6168089278884088,0.5373607625297685,-0.4121012854256678,0.7905948194164591
customer_return_rate,-0.13506286066590878,0.25840410316156437,-0.5226807895595302,0.6011964088786816,-0.6415255963199477,0.3713998749881301
purchase_recency_days,0.11126856700776017,0.2671363572764552,0.41652348688954416,0.677026984557259,-0.4123090722153164,0.6348462062308367
age,-0.026645192636930163,0.24152335797517305,-0.11032139028006188,0.9121544938148137,-0.5000222756934442,0.44673189041958383
